Sentences,غصہ,نفرت,خوف,اداسی,حیرت,خوشی
مجھے اکیلے پن سے نہیں جھوٹے رشتوں سے ڈر لگتا ہے 💥💥💥,0,0,1,1,0,0
جو موت سے نا ڈرتا تھا بچوں سے ڈر گیا اک رات خالی ہاتھجب مزدور گھر گیا,0,0,1,1,0,0
یہی تو سوچ کر اب خوف آتا ہے مجھے اکثر ابھی تو ٹھیک ہے لیکن تمہارے بعد کیا ہوگا   🙂,0,0,1,1,0,0
غزل وصل کا بیج بو نہیں پایا رات زندہ تھا سو نہیں پایا فانی دنیا کے اس مسافر نے وہ بھی کھویا ہے جو نہیں پایا,0,0,0,1,1,0
زیادہ کھی کھی نہ کریں غصہ میں ہوں بہت,1,0,0,0,0,0
بھئ کسی طرح تو انھوں نے اس بحران سے کمائی کرنی ہی تھی اس طرح سے ہی سہی تاریخ اور عادت جو ٹھہری نہ کر تے تو حیرت ہوتی,0,1,0,1,1,0
__😂😂😂😂ہمیں یہ جان کر خوشی ہوئ,0,0,0,0,0,1
ہماری چشم کی حیرانیوں میں اداسی کے سوا کچھ بھی نہیں ہے,0,0,0,1,1,0
اس مرتد کو الله کى نہیں اسرائیل اور امريکہ کى خوشى چاہئے اسرائيلى جب تک پيدائشى يہودى نہ ہو اسکو قبول ہى نہیں کرتے,1,1,0,0,0,0
محترم میں نہ دل سے تعریف کی ہے بس موقع کی نسبت سے اتنی ٹینشن اداسی چھائی ہوئی ہے اس میں تھوڑا مذاق تڑکہ لگایا تھا,0,0,0,0,1,1
ہونٹوں پہ مسکراہٹ اور آنکھوں میں اداسی الٰہی یہ ماجرا کیا ہے,0,0,0,1,1,0
اس نامعلوم خط کا سن کر غریدہ  کی خوشی سے باچھیں کھل گئیں ورنہ کچھ دن پہلے ایک ڈرامے باز کی پ,0,0,0,0,1,0
تو آتا کیوں نہیں بھگوڑا پہلے ہی ایک کینسر کا مریض کرونا کے ڈر سے چھپ کے بیٹھ گیا اور اس نے آ کے کونسا تیر چلا لینا,1,1,0,0,0,0
ہم تو وہ تھے جس کے مسکرانے سے تمہاری اداسیاں بھی خوشی ہوجاتی تھی اب نہ تو تم میں وہ شباہت رہی اور نہ ہی ہماری وہ,0,0,0,1,1,0
پاکستان میں ایمان کا تقاضا کیا ہیں عالمِ دین اپنے علم پر خاموش پروفیسر اور اعلٰی تعلیم یافتہ طبقہ اپنے تعلیم پر خ,0,0,0,1,0,0
خزاں سے مجھے ہمیشہ سے ڈر لگتا تھا یہ زرد پتے یہ اجڑے درخت یہ ویراں شاخیں اور سب سے بڑھ کر سرد بے رحم ہوا پھر ایک و,0,0,0,1,0,0
دل میں پھر سے خوشیوں کا پیغام آ رھا ھے ھم سے ملنے بہت پیارا مہمان آ رھا ھے یہ جان کر خوشی سے ھم سرشار ھو گے,0,0,0,0,0,1
خدا سے دیکھو کتنا ڈر رہا ہوں تجوری جیب دونوں بھر رہا ہوں پڑوسی بھوکا ہے تیسرا دن ہے میں چوتھی بار عمرہ کر رہا ہوں حبیبجالب,1,1,0,0,0,0
اچھا اچھا بوکھلا سی گئی خوشی کے مارے کچھ سمجھ ہی نہیں آرہا,0,0,0,0,1,0
چاچا پاگل ہوگیا ہے ایک دم مطلب جو بھی آئے گا بول دے گا انکل کہاں سے لاتے ہو یہ کہانیاں ویسے تم میں دہشت,0,0,0,1,1,0
دلوں سے ساری نفرتیں ختم کر دیں نفرت کی جگہ محبتیں لے آ ئیں,0,0,0,0,0,0
حیرت ہے لوگوں کو اب جیو کے ٹکر پر علماء سے زیادہ یقین ہے,0,1,0,0,1,0
کچن کی تفصیلی صفائی ہوتی نا اور باقی فروزن آئٹمز لیکن ماشاءاللہ آپ بہت سادگی سے رمضان گزارتے یہ جان,0,0,0,0,1,0
جو موت سے نہ ڈرتا تھا وہ بچوں سے ڈر گیا ایک رات کھالی ہاتھ جب مزدور گھر گیا☹☹,0,0,1,1,0,0
مولا اب اداسی دور کریں اور خوشیاں دیکھامیرے مولا تیری خزانے میں کسی چیز کی کوئی کمی نہیں ہے تو,0,0,0,1,0,0
نفرت مجھے بھی ہے لیکن میں آپ کی اس مثال سے اتفاق نہیں کرتا,1,1,0,0,1,0
صبر و استقامت سے بغض و نفرت سے پاک سیاستدان,0,0,0,0,1,0
آپ لوگوں سے گزارش ہے وقار ملک کی یہ ویڈیو ضرور دیکھیں ماشاءاللہ عمران خان چھا گئے اور جس,0,0,0,0,1,1
میں اپنے تمام ان بہن بھائیوں کا شکریہ ادا کرتا ہوں کہ جنہوں نے مجھے   کیا ہے⚘ 💖 اور اسی خوشی کے موقع,0,0,0,0,0,1
تمہارے بعد ہمیں وسوسوں نے گھیر لیا کسی نے ہنس کے بلایا تو ڈر گئے افکار افکار علوی,0,0,0,1,0,0
میرےچيئرمين بلاول بھٹو وزیراعلیٰ وزیرتعلیم سندھ خدا کی ذات کا قسم مجھےاور خاندانوں کو کرونا وائرس کااتنا ڈرن,0,0,0,1,0,0
اداسی چھا گئی ہے,0,0,0,1,0,0
سننے والا کوئی نہیں روداد محبت کیا کہیے دل ہے کسی کا راز حقیقت راز حقیقت کیا کہیے حیرت جلوہ مہر بہ لب ہے جلوۂ ح,0,0,0,0,1,0
یہ  کا سرخیل منظورا پسکین کدھر غائب ہے آج کل آخر یہ کس کے ڈر سے انڈر گراؤنڈ ہوگیا ہے 🤔,1,1,0,0,1,0
السلام عليکم💖 صبح بخیر زندگی ایک بزرگ نے حضرت علی سے پوچها کہ عبادت کرنے کیلیئے بہترین دن کون سا ھے حضرت علی,0,0,0,0,0,1
اتنی حیرت تمہیں مجھ پر نہیں ہونی تھی اگر تم نے کچھ روز مری طرح گزارے ہوتے,0,0,0,0,1,0
کُچھ نہیں ہوتا کوئی کسی کے بغیر نہیں مرتا بس اک خلشِ بے نام سی رہ جاتی ہے تھوڑی اُداسی کُچھ سوکھے گلاب چند جملے,0,0,0,1,0,0
غم ہو کہ خوشی دونوں یکساں ہیں محبت میں کچھ اشک و تبسم پر ہم غور نہیں کرتے,0,0,0,1,1,0
جہان رقص کُناں ہے کہ دُھن محبت ہے نظامِ دہر کا پہلا شگُن محبت ہے ہم اہلِ عشق زمانے کے کام کے تو نہیں ہمارے پاس فق,0,0,0,1,0,0
میں چاہتا ہوں تجھے عمر بھر دعائیں دوں جنونعشق مری ذات کو بدل ڈالا ملال یہ ہے کہ یکسر بدل گیا تو بھی تھا تیرے واس,0,0,0,1,1,1
آج ہندوستان میں جو نفرت کی ہوا چلی ہوئ ہے یہ سب گودی میڈیا کی وجہ سے ہے جس میں ایک ارنب گوہ سوامی ہے,0,1,0,1,0,0
حیرت ہے آپ کو ایک باوقار انسان میں کوئی کمال نظر نہیں آ رہا طاہر القادری مفتی عبدال,0,0,0,0,1,0
افغان لڑکیوں کا حیرت انگیز کارنامہ,0,0,0,0,1,0
سر ھی کے بل گئے ھیں سدا رہ روان عشق حیرت زدہ نہ بن کہ نشان قدم نہیں کیسی طلب کہاں کی طلب,0,0,0,1,1,0
اب ڈر ہےکہ پیپلز پارٹی صرف لاڑکانہ تک محدود نہ ہوجائے شبلی فراز,0,0,1,0,0,0
نصیب لکھنے والا اللہ ہے پھر دنیا کا اور لوگوں کا ڈر کیسا,0,0,0,0,0,0
ماں کے اکلوتے موبائل کو غسل دینے والا مجرم پکڑا گیا چہرے پہ خوف شرمندگی اور حیاء جیسے کوئی آثار نھیں,0,0,0,1,1,0
جب بِچھڑنے کی گھڑی آتی ہے غم کے رنگوں میں خُوشی آتی ہے ایک گھر میں اُترتی ہے اُداسی لیکن دُوسرے گھر کے سنورنے کا یق,0,0,0,1,0,0
آج کل صبح بائیک لے کر نکلتا ہوں تو لگتا ہے قبیلے سے گھوڑا لے کر نکل رہا ہوں اور باقاعدہ تھوڑا بہت ڈر بھی رہ,0,0,1,0,0,0
مساجد کےعلاوہ کوئی دوسرا ایسا ادارہ نہیں جہاں جماعت پاس لوگ عوام کو پڑھاتےہوں حیرت تو مجھےاس بات پر ہے,0,0,0,0,1,0
اور بھی سبب ہیں اداسی کے دل کو تیرا ملال تھوڑا ہی ہے 😕😕😕😕,0,0,0,1,0,0
وہ مرد نہیں جو ڈر جائے حالات کے خونی منظر سے 🔪 جس دور میں جینا مشکل ہو اس دور میں جینا لازم ہے💪,0,0,0,0,0,1
کمال کے لوگ ہوتے ہیں جو آپکی آواز سے آپکی خوشی اور اداسی کا اندازہ لگا لیتے ہیں اپنے اندر احساس پیدا کریں ورنہ زند,0,0,0,0,1,0
وہ مرد نہیں جو ڈر جائے حالات کے خونی منظر سے🙂 جس حال میں جینا مشکل ہو اس حال میں جینا مردانگی ہے ارتغرل غازی ,0,0,0,0,0,1
مولانا اللہ کا خوف کریں آپ سیاست کر رہے ھیں اور غیر سیاسی مذہبی اصلاح کاروں کی راہ میں کانٹے بچھا رہے,1,0,1,1,0,0
بے وجہ اُداسی کا سبب کوئی جو پُوچھے کہہ دینا یونہی بس ذرا حالات وغیرہ 🥀,0,0,0,1,1,0
دل کرتا ہے خودکشی کرلو 😛😛 پرررررررر😇😇 ڈر💀لگتاہے کہی مر نہ 😷 جاؤں😛 👀,0,0,1,0,0,1
وہ مجھے پیار کرتی ہے اس بات کو تو میں جانتا تھا لیکن اس حد تک یہ اب محسوس ہوا اس کی موجودگی میں یوں محسوس ہوتا ہ,0,0,0,0,1,1
تیرا ہجر تیرا وصال بھی تیرے خواب تیرے خیال بھی میری تشنگی نہ بجھا سکے تیری یاد کو نہ مٹا سکے میں یہ سوچتا ہوں کبھی,0,0,0,1,0,0
روح پیاسی کہاں سے آتی ہے یہ اُداسی کہاں سے آتی ہے,0,0,0,1,1,0
__یہ آوارگی ان کی عنایت ہے ڈر سا لگتا ہے سدھر جانے میں❣ 🥀🦋,0,0,1,1,0,0
معصوم ہیں وہ ہونٹ سو کچھ ڈر بھی ہے مجھے اک بات اُن سے کہنی ہے پر بول کر نہیں,0,0,1,0,0,0
بی بی وہ ویکسین کے لئے پاکستان کو تجربہ گاہ کے طور پر استعمال کرنا چاہ رہے ہیں اور تم خوشی کے شادیان,1,1,0,1,1,0
ابھی اتنے سارے عظیم لوگ گلے لگا لیں گے کہ اداسی کی بجائے سانس لینا مشکل ہو جائے گا😂😜😂,0,0,0,1,1,0
آپ کاکالم پڑھ کر اور جس اخبار کےلیئے ہےزیادہ حیرت نہیں ہوئی آپ جیسے تجزیہ کار جو مکمل طور پر پٹ چکنےکےبع,1,1,0,0,1,0
رحمتوںکامہینہرمضان روزے دار کے لیے دو مسرتیں ہیں ایک مسرت اور خوشی اسے دنیا میں افطار کے وقت حاصل ہوتی ہے دن,0,0,0,0,0,1
حقیقت میں کسی بھی اصلاح پہلے تو غم کی کیفیت ہوتی ہے خوشی نہیں لیکن پھر ان لوگوں میں جو امن و انصاف کا ایک,0,0,0,0,1,1
اُداسی سے ملو اداسی سےکبھی ملنا ہوا ہے بتاؤ تو کبھی تم نےکسی کی آنکھ کو بجھتے ہوئےمرتےہوئے دیکھا کسی چھوٹےس,0,0,0,1,0,0
مجھے حیرت ہے کہ وہ مجھ سے پیار کرتا ہے یہاں تک کہ وہ جانتا ہے کہ میں پاگل ہوں,0,0,0,0,1,0
روزہ دار کے لیے خوشی کے دو موقع ہیں جب وہ افطاری کرتا ہے تو اسے خوشی حاصل ہوتی ہے اورجب وہ اپنے رب سے ملے گا تو ا,0,0,0,0,0,1
زندگی میں پہلی مرتبہ روپےاکٹھےدیکھے ہیں دل سےدعانکلتی ہے ءسےسندھ گورنمنٹ نےہمیں مسلسل نظراندازکیا ہم حیرا,0,0,0,1,1,0
دن بھر اک دوجے سے لڑتے رہتے ہیں رات کو تھک کر سو جاتے ہیں ڈر اور میں جناب  صاحب  کی ریگولرائزیشن سمری کی م,0,0,1,1,0,0
قبر کا خوف نہ رکھنا اے دل  وہاں سرکار دو عالم کی زیارت ہوگی نعتیں سرکار کی پڑھتا ہوں میں بس اسی بات سے گھر م,0,0,0,0,0,1
فاشسٹ مودی دہلی میں نسلی فسادات کا ماسٹر مائنڈ ہیںاس نے ہندوستان کو آر ایس ایس کےغنڈوں کے حوالے کیا ہے جو پولی,1,1,0,0,0,0
__😃😃😃😃😃 پھر پی ٹی آئی سے نفرت ہی بہت ھے,1,0,0,0,0,0
موٹی لڑکیاں رات کو اپنے ہی خراٹوں سے ڈر کر کہ رہی ہوتی ہیں کون اےکون اے ,0,0,0,0,0,1
جو موت سے نہ ڈرتا تھا بچوں سے ڈر گیا ایک رات خالی ہاتھ جب مزدور گھر گیا اورلاک ڈاؤن کےان تکلیف دہ,0,0,1,1,0,0
روح کی اداسی نہیں جاتی میں ہنس ہنس کے تھک جاتا ہوں,0,0,0,1,0,0
آپ نے فرمایا جو چیز سب سے زیادہ جنت میں داخل کرے گی وہ اللہ تعالیٰ کا ڈر اور اچھا اخلاق ہے رمضانكريم رمضان,0,0,1,0,0,1
جب ہمارے لئیے کوئی خاص بنتا چلا جاتا ہے تو ہم اسکے لئیے اتنے عام بن جاتے ہیں کہ اسکو ہمارے کھو جانے کا بھی ڈر نہیں,0,0,0,1,0,0
انہی میں الفت انہی میں نفرت سوال آنکھیں عذاب آنکھیں,0,0,0,1,0,1
بھارتی مسلمان ہندؤں سے اتنی نفرت نہیں کرتے جتنی ہم پاکستانیوں سے,1,0,0,1,1,0
میڈم مزاری نے ڈر کے مارے اپنے میڈیائی دوستوں کو ٹلی کھڑکائی مینوں بچاؤ میری تعریف کرو چھیتی چھیتی بھلے میں نے ک,0,0,0,0,0,1
یہ اداسی کا سبب پوچھنے والے اجمل کیا کریں گے جو اداسی کا سبب بتلایا اجمل سراج,0,0,0,0,1,0
ہرانسانکےلیےآزمائش ہے اورہرکسی کی آزمائش مختلف ہے کسی کےلیےدولت کانہ ہوناآزمائش توکسی لیےبہت ذیادہ دولتآزمائش کسی,0,0,0,1,0,0
اداسی میں اداس یادیں ہی یاد آتی ہیں ایسا کیوں 😞,0,0,0,1,1,0
ہر نیوز چینل کو بلیک پوائنٹس دینے چاہیے جب بھی کوئی صحافی غلط پیشن گوئی یا جھوٹی خبر دے تو حکومت اس کا ایک پوائن,1,1,0,0,0,0
آمین آمین آمین بس ایک خوشی ہی تو رہ گئ ہے جو انسان ایکدوسرے سے ادل بدل کرسکتا ہے اسد بھائ😊 آپ بھی الل,0,0,0,0,0,1
رمضان مبارک سب کو آپ سب کو خوش محفوظ سلامت بنائیں اور رمضان مبارک مقدس مہینہ خ,0,0,0,0,0,1
مرا کون سہارا تھا میں نے آخری لمحوں میں اک تجھ کو پکارا تھا کوئی کونج پیاسی ہے اک عمر ہوئی ہم کو بے وجہ اداسی ہے,0,0,0,1,0,0
کوئی اس پر جرات نہ کر سکے اسے قذف سے تعبیر کیا جاتا ہےلیکن ہماری بدبختی کہیے یا کچھ اورکہ ہمارے معاشرے میں کسی ک,0,0,0,1,0,0
کیا ڈر ہے موت اے آصف جب جان اپنی باری ہے قادیانیتسےپاکپاکستان,1,1,0,1,0,0
وہ بے حد سخت جان اور زور آور مضبوط جسم کے مالک تھے جسکے سامنے ڈر یا خوف نام کی کوئی چیز نہ ہوتی تھی,0,0,0,0,0,0
شہناز بہن اپ کو رمضان مبارک ہو خوشی بھی ہے مایوسی بھی کے اللہ کا گھر ویران ہے اور وہ بھی رمضان میں,0,0,0,1,0,0
سفید واسکٹ پھینی آنکھیں بالوں کا جنگل اور یہ منحوس مسکراہٹ بچے آپ کو دیکھ کر ڈر تو جاتے ہوں گے,0,0,1,0,0,1
اللہ تعالیٰ نے ان لٹیروں اور ڈاکوؤں کو اتنی سخت سزا دی ہے کہ یہ ڈر کے مارے چھپتے پھر رہے ہیں مگر ابھی تک ان کے ذہی,0,0,1,0,0,0
ہم کو خوشی ملی بھی تو رکھیں گے ہم کہاں آنکھوں میں حسرتیں ہیں اور دل میں تم ہی تم,0,0,0,1,1,0
صرف لاہوربار کوفنڈنہی جاری کئےبزدارنے اس لیےبغض نکال رہا ھےلاک ڈاون میں لوگوں کی امدادصرف اسی طرح ہی ھو سکتی ھے,1,1,0,0,0,0
ریحام لگدا عمران خان تیری ٹھیک ہوجائیں نہیں کنیس گل غصہ عمران خان تے,1,1,0,0,0,0
غم کو اس طرح قبول کرو جیسے خوشی کو قبول کرتےہودونوں ایک ہی مصنف کی لکھی ہوئی ہیں محفلسخن اکنئیسوچ,0,0,0,0,0,1
میں تجھ سے کیسے کہوں یار مہرباں میرے کہ تو علاج نہیں میری ہر اداسی کا سوچکاسفر,0,0,0,1,1,0
لوگ پوچهیں اگر میری کہانی تم سے بس یہ کہنا کہ نفرت کے لائق بھی نا تھا مانو شب خیر,0,0,0,1,0,0
یہ کس خوشی مین😳,0,0,0,0,1,0
تو اسے ایک عجیب فرحت و مسرت حاصل ہوتی ہے اس کے علاوہ آخرت میں جب وہ اپنے رب کا دیدار کرے گا تو اس وقت اس کی خوشی ک,0,0,0,0,0,1
تہمت کا خوف بھی زنجیر سے کم تو نہیں آزاد ہو جاتے ہیں لوگ رسوا ہو کر بگڑنے والے کی خوشی دیکھ کر سوچتی ہوں کیا حاصل ہوا مجھے پارسا ہو کر,0,0,0,1,0,0
اٹلی میں لوگ اپنی معمول کی زندگی میں واپس جانے کا بے حد انتظار کر رہے ہیں لیکن ایک ڈر بھی ہے کیونکہ ایک نئی دنیا ک,0,0,1,0,0,0
شوہر نہانے کے لیے باتھ روم گیاتھا بیوی نے اسکا موبائل چیک کیاکانٹیکٹ لسٹ میں ایک نامکورونا نظر آیا بیوی کو حیرت,0,0,0,0,1,1
علوی صاحب کچھ اللہ تعالیٰ کا خوف بھی کریں مسجد مسجد مسجد کی رٹیں لگانا کب بند ہوں گی کیا بازار نہیں ک,1,0,1,1,0,0
حاجی صاحب خوشی خوشی سال نکال لیں یا شور شرابا کر کے یہ اب آپ پر منحصر ھے آساں کیتے نہیں جے جانا 😂😂😂😂,0,0,0,0,0,1
یہ واقعی ہی ایک لڑکی کی زبان ہے حیرت,0,0,0,0,1,0
یا آسمانی برسات کی طرح جس میں اندھیریاں اور گرج اور بجلی ہو موت سے ڈر کر کڑاکے کی وجہ سے اپنی انگلیاں اپنے کانوں م,0,0,1,1,0,0
ہٹلر کی خاکی وردی ہو یا آر ایس ایس جب بھی مسلح جتھوں کا خمیر کسی قوم کے خلاف بےجا نفرت سے اٹھا,1,1,0,0,0,0
 🙏  تمام انصافینز کو بھی یہ خوشی کی خبر مبارک ہو دو رکعت نماز شکرانہ تو یقینا بنتی ہے کہ پروردگار عالم نے ہ,0,0,0,0,0,1
بہن مریم حنا بٹ صاحبہ آپ لوگوں کے مسائل یہی ہیں کہ کبھی ترجمے سے پہلے مٹھائی کھا لی کبھی آدھی بات سن کر خوشی من,1,1,0,0,0,0
درد کی دھوپ سے بھرے بن میں اپنے ساۓ سے ڈر کے پچھتایا اے میرے نام بھولنے والو میں تجھے یاد کر کے پچھ,0,0,0,1,0,0
اماں کے ڈر سے ڈیوٹی کرتے ہوئے😆😆😆,0,0,1,0,0,0
غصہ عقل کو کھا جاتا ہے ماہر نفسیات کہتے ہیں اگر آپ غصہ کے وقت بارہ منٹ صبر کر لیں تو بہت کچھ بچ سکتا ہے,0,0,0,0,0,0
اس خوشی میں قوم سے خطاب کب کروگی,0,0,0,0,1,1
آنکھ جو کچھ دیکھتی ھے لب پہ آسکتا نہیں محو حیرت ھوں کہ دنیا کیا سے کیا ھو جائے گی ایسا بھی ھوتا ھے,0,0,0,0,1,0
عمرانخان کا کرونا ٹیسٹ نیگیٹو آیا لیکن کپتان سے نفرت کرنے والے ٹنبخاری ڈانمافیا پھٹواری اور جہالوں کا خون گند,1,1,0,0,0,0
نفرت بھی کوئی کرنے کی چیز ہے صبر کیجیئے رحم کیجیئےمعاف کیجئے کرپٹعمرانجوابدو,0,0,0,0,0,0
کس خوشی میں بیروزگاری کیوجہ سے آ رہے یا پھر یہاں چینی اور آٹا چوروں نے دودھ کی نہریں بہادیں,0,0,0,1,0,0
مجھے تو ڈر ہے یہ بھی بڑا ہو کر حامد میر یا کامران خان ہی نہ بن جائے ,1,1,0,0,0,0
محبت اور ڈر کی جنگ میں جیت عموماً ڈر کی ہی ہوتی ہے کیونکہ محبت شاید ہماری ترجیحات میں شامل ہی نہیں رہی محبت کا قاتل,0,0,0,1,0,0
وزیر اعظم کا کورونا وائرس کا ٹیسٹ آج ہوا تھا اور مجھے خوشی ہے کہ اس کا نتیجہ منفی آگیا ہے ڈاکٹر ظفر مرزا,0,0,0,0,0,1
جب سے بارش شروع ہوئی ہے کوشش کر رہا ہوں خود کو اداس کرنے کی اور اس کوشش میں جو بھی گانا لگاتا ہوں ہنسنے لگتا ہوں ک,0,0,0,1,0,0
بلوچ صاحب جیسے آپ   ہو کر پاکستان کے لبرل مافیا جو پاک ف,0,0,0,0,1,0
نیلم میرپورہ اور جورہ سیکٹر میں لاٸن آف کنٹرول پر انڈین آرمی کی طرف سے گولا باری شروع مقیمی آبادی میں خوف و ہراس م,0,0,1,1,0,0
زھرا عشق بہروپ تھا جو چشم و دل و سر میں رہا کہیں حیرت کہیں وحشت کہیں سودا بن کر,0,0,0,1,0,0
اس میں نہیں ہے دخل کوئی خوف و حرص کا اس کی جزا نہ اس کی سزا ہے یہ عشق ہے سجدے میں ہے جو محو ِ دعا وہ ہے بے دلی,0,0,0,1,0,0
 یہ ہے خوشی کی جانو ,0,0,0,0,0,1
سر سے پا تک وہ گلابوں کا شجر لگتا ہے باوضو ہوکر بھی چھوتے ہوئے ڈر لگتا ہے,0,0,1,0,0,1
وہ جو پوچھتے ہیں کیا ادارک نہیں رکھتے کہ ان لفظوں کو بے رنگ کرنے میں ان میں جھانکتی اُداسی کو,0,0,0,1,0,0
خوف ہی تو تربیت کرتا ہے عبید بھائی میاں میر پل چڑھنے سے پہلے میاں میر پل اترنے کیبعد ڈرائیورز کی ڈر,0,0,0,0,0,0
سر پلیز اس خبر کو لاہور کی بنا دیں کیونکہ آپ کو کراچی کی ویڈیو کو ملتان کی ویڈیو بنا کر دیکھنے کا وسی,0,0,0,0,1,0
نفرت کرنے والا بس خود ہی اپنی آگ میں جلتا ہے کسی کا کچھ بھی نہی بگڑتا نفرتیں آپ کا اندر جلاتی ہیں بس دوسرے کی زندگ,0,0,0,1,0,0
میں خوش مزاج لڑکا ہوں میٹھا بولنے والا🖤 میری اداسی بسمجھے بد مزاج کر دیتی ہے رونقشاعری,0,0,0,1,1,0
پھر تو بینک والوں کو پکڑیں تاجروں کو اندر کریں کیا زور صرف مساجد پر ہی چلتا ہے آپ کبھی نیوٹرل بندے کا,0,1,0,0,0,0
ناپاکوج سرمچار کے ڈر کی وجہ سے پہاڑوں میں جا نہیں سکتا اور وھا بھی یہ بزدل فوج پشتون ایف سی یونٹ بہجھتی ھےاور واپ,1,1,0,0,0,0
لو بھئی ہم ڈر گئے 🌚,0,0,1,0,0,0
شخصیات کے علاوہ پورے بھارت نے اس جبر کو اعلانیہ یا خاموش رہ کر سپورٹ کیا نریندر مودی کے منہ سے بحیثیت وزیراعظم ایک,0,0,0,1,1,0
وہی ہوا جس کا ڈر تھا,0,0,1,0,0,0
میری فطرت میں نہیں رعایت کی گنجائش میری نفرت کا تقاضا ہے کہ تم مر جاو,1,0,0,1,0,0
خان صاحب کی کوئی ایسے سٹائل مارتے وے کی وڈیو نہیں لیک ہوئی ابھی تک حیرت ہے 🤔,0,0,0,0,1,0
تم اس سرزمین سے دانہ پانی کماتے ہو تمہاری طرف سے نفرت کا اظہار بغیر نوٹس لیے ختم نہیں ہو گا متحدہ عرب امارات کے,1,1,0,0,0,0
روز سرعام ڈرامہ دیکھ کر دل ڈر سا گیا ہے کہ یہ ہے ہمادا پاکستان جہاں ہر روز عورت کو زیادتی کا نشانہ بنایا جائے اور ب,0,0,0,1,0,0
اب کون کہے تم سے بس ایک محبت ہے بے نام اُداسی ہے زھرا,0,0,0,1,1,0
اسی لیے کہتے ہیں جو دوسروں کے لیے گڑھا کھودے خود اس میں گر جاتا ہے اور پی ٹی آئی نے تو ن,1,0,0,0,0,0
کرونا پر جو ویکسین بنائے اس انعام دیں گے ایسی باتیں وہی کرتے ہیں جو یقین ہو کہ ہم نے تعلیم کا بیڑا غرق کردیا ہے ال,0,1,0,1,1,0
پاکستان اور اس کی افواج کا ڈر کیا ہوتا ہے یہ بھارتی میڈیا پہ صاف عیاں ہے ابھی تو پاک فوج برداشت کررہی ہے تو ان کا,0,0,0,0,0,1
کچھ غلط تو نہیں کہا ہوگا میں نے اللّه جانتا پاکستان میں رہتے ہوئے ہر چیز ہونے کا ڈر لگا رہتا ہے یہ نا ہو کسی نے اس,0,0,1,1,1,0
کچھ دن بہت خوش رہا تھا میں اب اُس خوشی کا قرض اتار رہا ہوںرونقشاعری,0,0,0,1,0,0
حیرت ہے ذاتی پیسوں پر عیاشی کریں نا زرا لگ پتہ جائے گا,0,0,0,0,1,0
 یہ ہے وہ ماورائی دنیا میں جس میں اس ملک کی اکثریت خوشی خوشی رہتی ہے جدید علوم سے دوری کا خمیازہ 👇🏽,0,0,0,1,0,0
ایک مجذوب اُداسی میرے اندر گُم ہے اِس سمندر مِیں کوئ اور سمندر گُم ہے,0,0,0,1,0,0
ماشاءاللہ  بہت خوشی کی بات ھے شہزاد بھائی,0,0,0,0,0,1
بحـث کے دوران جب کسی کا راز فـاش ہونے کا ڈر ہو تو ہـار مان لیا کرو کیونکہ بحث تو پھر کب,0,0,0,0,0,0
ہاں نا خوشی اپ نے لڑکوں کو اتنی وہ کر کے بیان کیا 😜,0,0,0,0,0,1
انٹرنیٹ موجودہ صدی کی سب سے حیرت انگیزاور مفید ایجاد ہے اسے معلوماتکاروباری ترقی اور تفریح کا ذریعہ سمجھا جاتا ہے,0,0,0,0,0,1
تلسی کے چھ حیرت انگیز فائدے,0,0,0,0,1,0
میرے خیال سے اس میں پاکستان کا فائدہ ہے میں تو کہتا ہوں ہمیں بھی ایک ایک فیک اکاونٹ بنا کر ایسا کر,0,0,0,0,1,0
لیڈر اور گوالمنڈی کے لوہار میں فرق 👇👇 پٹواریوں اگر اب بھی زندہ ہو تو بڑی ہی حیرت کی بات ہے,1,1,0,0,0,0
حنا نواب نے ہاتھوں میں مہندی لگا لیکیا عید کے بعد شادی کی خوشی ہو گی,0,0,0,0,0,1
جال میں آ گئے ہیں غم کتنے اک خوشی کا شکار کرتے ہوئے😢 زهرا,0,0,0,1,0,0
پر ان بھارتی شہریوں کے اکاؤنٹس بھی چیک کرتے ہیں جو خلیجی ممالک میں روزگار کیلئے مقیم ہیں اگر انہوں نے مسلمانوں کے,1,1,0,0,0,0
اپ نفرت سے نہ سوچیں موجودہ حالات کے مطابق سوچو اس وقت پورا پاکستان حالات جنگ میں,0,0,0,1,1,0
فضائے دل پہ اداسی بکھرتی جاتی ہے فسردگی ہے کہ جاں تک اترتی جاتی ہے فریب زیست سے قدرت کا مدعا معلوم یہ ہوش ہے کہ جوانی گزرتی جاتی ہے,0,0,0,1,0,0
یہ کوئی حل نہیں اداسی کا مسکرانے سے تھک گئی ہوں میں سارے رشتوں کو آگ لگ جائے  اب نبھانے سے تھک گئی ہوں میں,0,0,0,1,0,0
لے میری جان کا دشمن ٹھہرے اب ہر اک یارِ وفادار سے ڈر لگتا ہے ایک نادِیدہ سی ہستی نے جھنجوڑا ایسے خلق کو گنبد و مِی,0,0,1,1,0,0
لفافوں پٹواریوں جیالوں کے ٹویٹ ہڑھ کر شدید غصہ آتا ہے اور پھر دلکرتا چار پانچ موٹی موٹی گالیاں نکال کر سکون کروں ا,1,1,0,0,0,0
اپریل تبلیغی جماعت کے بہانے مسلمانوں سے سماجی بائیکاٹ کی ناپاک سازش اور نفرت انگیزی کے منصوبے,1,1,0,0,0,0
